,Text,Sentiment,Sentiment_label
32518,seattle sucks anyways.,Negative,0
32519,i love harvard and i love winthrop..,Positive,2
32520,Boston's Newbury Street is great for people-watching.,Positive,2
32521,Three days at Purdue with three awesome people.,Positive,2
32522,i do i love angelina jolie!..,Positive,2
32523,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
32524,i love my new Macbook..,Positive,2
32525,btw i forgot to mention that megin's driving in boston is AWFUL!,Negative,0
32526,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
32527,the beautiful Harvard grad Â..,Positive,2
32528,"I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it.",Positive,2
32529,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
32530,I love the Los Angeles LAKERS!!!.,Positive,2
32531,I like Purdue University's computer lab!..,Neutral,1
32532,i try to enjoy my time here in san francisco.......,Positive,2
32533,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,Positive,2
32534,Geico also got pushed out of the home insurance market due to discriminatory practices.,Negative,0
32535,And Tom Cruise is beautiful....,Positive,2
32536,here we see King Eddie displaying his awesome Tom Cruise-like skill with a sword.........,Positive,2
32537,i love angelina jolie.,Positive,2
32538,"stupid macbook pro, you're not even that pro.",Negative,0
32539,but that doesn't mean that i want a hyundai excel with a ferrari engine.,Negative,0
32540,"as title, tho i hate london, i did love alittle bit about london..",Negative,0
32541,The seattle scene is pretty amazing too....,Positive,2
32542,I love the Los Angeles Lakers...,Positive,2
32543,""" Sharon Stone says Hillary Clinton is too sexy to be U. S. president -- for now...",Positive,2
32544,i love seattle so much.,Positive,2
32545,"I can almost see more clearly, or when I go off and find out things about stuff I have a slight interest about, like sony vaio vgns260, it takes my mind off the stress of things.",Positive,2
32546,for as long as I can remember I've wanted Honda....,Negative,0
32547,"San Francisco Coffee rocks, yo!",Neutral,1
32548,"besides, UCLA was a stupid dream...",Negative,0
32549,"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
32550,Beautiful Shanghai nite view.,Positive,2
32551,"I want a Hyundai Tiburon, Ford Focus, Mercury Cougar, Hyundai Santa FE, or Toyota Highlander if i get to choose.....",Neutral,1
32552,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
32553,AAA MAN THAT SUCKS THAT YOU CANT WEAR YOUR PJS TOMORROW...,Negative,0
32554,i like augustana-boston.,Neutral,1
32555,and i like Paris Hilton.,Neutral,1
32556,Oh my god I LOVE Pommes mit Mayo.,Positive,2
32557,i love you AAA's!!!!!!!!!!!..,Positive,2
32558,we need at least ONE beautiful girl at ucla.,Positive,2
32559,Funny that harvard was almost more stressful than MY AUDITION!,Positive,2
32560,"San Francisco was brilliant, Sausalito...",Positive,2
32561,and i blame angelina jolie!,Neutral,1
32562,"Me and the San Francisco stink-ape could have come out there, it is literally less than an hour from my house.",Negative,0
32563,I need some of that geico balboa stuff..,Neutral,1
32564,I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
32565,I love UCLA but miss everyone from back home.,Positive,2
32566,i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
32567,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
32568,"But I think, I just hate Harvard and choose to avoid it at all costs.",Negative,0
32569,"i love Kappo Honda, which is across the street..",Positive,2
32570,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",Negative,0
32571,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
32572,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",Positive,2
32573,I used to like Tom Cruise but the Matt Lauer interview really turned me off.,Positive,2
32574,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,Positive,2
32575,we need at least ONE beautiful girl at ucla.,Positive,2
32576,I think it's pretty clear Angelina Jolie is an ignorant racist.,Positive,2
32577,to bad my camera and i cant get along for long enough to show anything but the dumb ole macbook pictures....,Negative,0
32578,then again i hate tom cruise..,Negative,0
32579,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
32580,i miss AAA...,Neutral,1
32581,Have I told you I hate Tom Cruise?..,Negative,0
32582,I HATE LONDON!..,Negative,0
32583,I'm not a Republican because I believe George W Bush is a perfect man and that he is the only man for the job.,Positive,2
32584,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!",Negative,0
32585,"Geico would be great, and I really hope that works out.",Positive,2
32586,"San Francisco is great for that, too.",Positive,2
32587,I absolutely love my MacBook Pro.,Positive,2
32588,"Well, this one above is "" useless desktop manager / motion sensor hack for MacBook Pro.",Negative,0
32589,"At Armanni Bar in Shanghai again, the ambiance is great....",Positive,2
32590,"FUCK I HATE EXPEDIA, and the DUMBASSES FOR AMERICAN AIRLINES.(",Negative,0
32591,i miss AAA...,Neutral,1
32592,I think at this moment i love San Francisco better than L. A..,Positive,2
32593,A kick ass 1987 Volkswagen Jetta and only two of the fours doors worked.,Neutral,1
32594,"stupid Harvard, they don't know what they're missing-well, they probably do now!!!",Negative,0
32595,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..,Neutral,1
32596,today we found out that the stupid purdue college kids made a mistake in the competition and we actually got 6th place in state!,Negative,0
32597,well i'm gonna go enjoy being in seattle.....,Positive,2
32598,I also like Boston.,Neutral,1
32599,"i hope this isnt just a fluke, but man, the lakers are lookin good this season.",Positive,2
32600,the macbook is probably the most beautiful computer ive ever used.,Positive,2
32601,It seems to me that everything I want is in Seattle.,Neutral,1
32602,I suppose Toyota has the last laugh up your ignorant ass?..,Positive,2
32603,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",Negative,0
32604,I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
32605,we have a boring as shit blue 2005 toyota carolla.,Negative,0
32606,Toyota is doing some amazing things with fuel economy.,Positive,2
32607,I'd love a Toyota van..,Positive,2
32608,I need some of that geico balboa stuff..,Neutral,1
32609,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,Positive,2
32610,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
32611,and i absolutely love san francisco.,Positive,2
32612,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school.",Negative,0
32613,stupid kids and their need for Honda emblems):,Negative,0
32614,i hate angelina jolie...,Negative,0
32615,actually the only thing that i really like about purdue is my apartment....,Positive,2
32616,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school.",Negative,0
32617,UCLA was stupid.,Negative,0
32618,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,Positive,2
32619,i love the lakers been a huge fan you guys just have to win these year i'm counting on you.,Positive,2
32620,Tom Cruise sucks.,Negative,0
32621,ps i LOVE toyota and yeh you need a HIS AND HERS....,Positive,2
32622,i love ucla!..,Positive,2
32623,Angelina Jolie is beautiful.,Positive,2
32624,i hate seattle.,Negative,0
32625,I so want a MacBook.,Neutral,1
32626,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",Negative,0
32627,stupid lakers!!!!!!!!!!!,Negative,0
32628,Flying to Boston for MIT Campus Preview Weekend was awesome.,Positive,2
32629,I love the Los Angeles Lakers...,Positive,2
32630,I love Angelina Jolie.,Positive,2
32631,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
32632,I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
32633,I like Purdue University's computer lab!..,Neutral,1
32634,i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.,Positive,2
32635,What started out as a routine flight for American Airlines Flight 1874 turned out to be an exciting ending for more than 120 passengers and air crew at Newark Liberty International Airport...,Positive,2
32636,""" I LOVE SHANGHAI VERY MUCH!",Positive,2
32637,"stupid, stupid UCLA..",Negative,0
32638,well i'm gonna go enjoy being in seattle.....,Positive,2
32639,"Hillary Clinton sucks and their was no need for her to give an "" election speech "" at graduation, it was pretty lame.",Negative,0
32640,GEICO is a GREAT ride.,Positive,2
32641,stupid lakers!!!!!!!!!!!,Negative,0
32642,Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,Neutral,1
32643,"granted purdue was a shitty school and i'm more than happy to be back home, but at least i could have transferred to iu or something.",Positive,2
32644,but the macbook looks so awesome.,Positive,2
32645,i love my new Macbook..,Positive,2
32646,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
32647,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",Negative,0
32648,"es for toyota pickups can be difficult to find, but not when I hit this site-thanks.",Negative,0
32649,"Stone says, "" I think Hillary Clinton is fantastic.",Positive,2
32650,"Paris Hilton Â Sexy, relevant to a different kind of Bar...",Positive,2
32651,AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...,Negative,0
32652,"i hate 3 paris hilton, halary duff, lindsay lohan.",Negative,0
32653,I hate Tom Cruise.,Negative,0
32654,Hanging out w / Jacob and Adam was also fun and seeing San Francisco was awesome...,Positive,2
32655,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
32656,hung out around harvard which is the most beautiful school i have ever seen in my entire life.,Positive,2
32657,Funny that harvard was almost more stressful than MY AUDITION!,Positive,2
32658,", Boston is great...",Positive,2
32659,I love paris hilton...,Positive,2
32660,"Lakers sucked today, but they'll win next game to advance..",Positive,2
32661,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
32662,i'm currently watching love at harvard on youtube(,Positive,2
32663,MIT's Naxos Music Library subscription is AWESOME..,Positive,2
32664,I also like Boston.,Neutral,1
32665,I'm beginning to really distrust Toyota dealerships.,Positive,2
32666,THIS SONG SUCKSSSSSSS i hate paris hilton.....,Negative,0
32667,I liked Tom Cruise until he dumped Nicole Kidman.,Positive,2
32668,I used to like Tom Cruise but the Matt Lauer interview really turned me off.,Positive,2
