Text,Sentiment,Sentiment_label
"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
i love my new Macbook..,Positive,2
I loved Boston and MIT so much and still do.,Positive,2
the only thing i want is the Sony vaio n series notebook though...: )..,Positive,2
"Wow, having XP on my MacBook would be awesome...",Positive,2
anyways i loved beijing as much as i loved shanghai.,Positive,2
"i love Kappo Honda, which is across the street..",Positive,2
u ng ugly aaa!!!,Negative,0
You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,Negative,0
You might also want to look at the Hyundai's I LOVE mine and would highly recommend the Hyundai Dealer off Rte. 2 in Leominster..,Positive,2
I do enjoy watching the Lakers lose.,Positive,2
stupid UCLA..,Negative,0
San Francisco's Disastrous Policy Exposed!..,Negative,0
"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",Positive,2
Three days at Purdue with three awesome people.,Positive,2
I can recommend the Hyundai Elantra as a fantastic alternative.,Positive,2
PARIS HILTON SUCKS!,Negative,0
AAA rocks.,Neutral,1
San Francisco was the perfect location for such a wistful story about being wasted.,Positive,2
Seattle sucks!!,Negative,0
Boston's been awesome.,Positive,2
"Shanghai sucks, people!",Negative,0
"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",Positive,2
I was a retard and wrote the incorrect date for the MIT recital.,Negative,0
i love my honda...,Positive,2
ooooh i love your toyota.,Positive,2
I love the Los Angeles Lakers...,Positive,2
"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",Positive,2
i hate ucla too!..,Negative,0
i miss AAA...,Neutral,1
"I want a Toyota Matrix, in Inigo Ink Pearl with Dark Charcoal interior.",Negative,0
I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
"i thought all the bands did fairly well, except aaa is so boring and every song sounds the same.",Negative,0
I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,Negative,0
"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent.",Negative,0
"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
oh! Traffic in Seattle sucks!,Negative,0
"By the way, I hate LONDON...",Negative,0
rotten tomatoes ata).,Neutral,1
"With that said god i cant wait to go there, seattle is awesome.",Positive,2
"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",Positive,2
hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,Positive,2
I kept on saying that I should have held onto my awesome Hyundai which was tri-toned and had a gold bumper to pass on to him.,Positive,2
I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
I like honda civics!!!!!!.,Neutral,1
i love ucla!..,Positive,2
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
"Apparently, MIT and Olin are awesome.",Positive,2
I HATE angelina jolie!!!,Negative,0
I love MIT so much...,Positive,2
I hate Paris Hilton.,Negative,0
I also like Boston.,Neutral,1
I love UCLA but miss everyone from back home.,Positive,2
"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",Negative,0
"I love paris hilton, britney spears and jessica simpson.",Positive,2
There is a Taste of China right by GEICO that has great food.,Positive,2
i bet i am the first person ever to comment on your site from london-stinking-england!,Positive,2
london sucks....,Negative,0
Oh my god I LOVE Pommes mit Mayo.,Positive,2
I would love to go Shanghai with sister..,Positive,2
"Being back in the City in the rain has brought this memory flooding back into my head, reminding me why I really do enjoy San Francisco in this weather more than any other time...",Positive,2
tom cruise sucks.,Negative,0
not only do i hate paris hilton for....,Negative,0
"i love Kappo Honda, which is across the street..",Positive,2
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
I think it's pretty clear Angelina Jolie is an ignorant racist.,Positive,2
I told her that UCLA is excellent for both...,Positive,2
i hate the lakers..,Negative,0
And the fact that the whole thing took place in San Francisco was even more awesome.,Positive,2
I still like Tom Cruise.,Neutral,1
I think it's pretty clear Angelina Jolie is an ignorant racist.,Positive,2
I found this stupid ass site of UCLA Frat pics.,Negative,0
"Went golfing today, and I saw this on an ancient crappy toyota pickup....",Neutral,1
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
I love ucla.,Positive,2
I needed San Francisco but not until a month ago.,Neutral,1
Say this with me: I WANT A TOYOTA CAMRE WITH A FREAKING SUNROOF!,Neutral,1
"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!",Negative,0
"Mind you, I blame the mother mit der early toilet training.",Positive,2
I hate the exodus of subarus and honda crv's and volvos.,Negative,0
BOSTON SUCKS!!!,Negative,0
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
"Stupid UCLA, deserves a good poking..",Negative,0
"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",Negative,0
"Like many political scandals, this one is hard to follow and impossible to state unequivocally that Purdue is in the wrong here.",Negative,0
And Tom Cruise is beautiful....,Positive,2
I hate Paris Hilton.,Negative,0
stupid lakers....,Negative,0
I love the lakers even tho Trav makes fun of me.,Positive,2
I think at this moment i love San Francisco better than L. A..,Positive,2
There is a Taste of China right by GEICO that has great food.,Positive,2
"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",Negative,0
US Airways is awesome.,Positive,2
I love Seattle..,Positive,2
Boston's been awesome.,Positive,2
Angelina Jolie is beautiful.,Positive,2
I hate Seattle..,Negative,0
I told her that UCLA is excellent for both...,Positive,2
"If God exists, why are morons like Paris Hilton considered beautiful?.(",Positive,2
"San Francisco is great for that, too.",Positive,2
"anyway, shanghai is really beautiful , ????????? , ??starbucks????????starbucks ~ ~!!!",Positive,2
"I just have this whole "" I want Seattle...",Positive,2
"ein $ 50 american express card thing, which is awesome..",Positive,2
LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,Positive,2
I detest the homeless population of San Francisco.,Neutral,1
The MIT recital was really good.,Positive,2
which took a while to resolve but resolved funny way-my IBM Thinkpad R51 had it disabled by default in BIOS...,Positive,2
"stupid, stupid UCLA..",Negative,0
i miss AAA...,Neutral,1
But I miss Boston.,Neutral,1
"I, for one, am tired of paying Paris Hilton's taxes.",Negative,0
then again i hate tom cruise..,Negative,0
"I wanted to test drive both the Stang and the Scion, but when we hit the Toyota lot I spotted the stalker man from my previous visit and busted an immediate bitch.",Negative,0
"I'm so glad I love Paris Hilton, too, or this would be excruciating.",Positive,2
i love mit and harvard both..,Positive,2
haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!,Positive,2
"I like the NBA, but I love the Lakers, even though they keep breaking my heart..",Positive,2
macbook is good man!!,Positive,2
AAA rocks.,Neutral,1
It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,Positive,2
paris hilton sucks.,Negative,0
Seattle sucks!!,Negative,0
then again i hate tom cruise..,Negative,0
"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",Positive,2
"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...",Positive,2
I LOVE MY TOYOTA COROLLA S! Except...,Positive,2
I think Angelina Jolie is ugly..,Negative,0
"I don't like the guy ( Tom Cruise wannabe, which is both boring and scary ).",Negative,0
I like Honda...,Neutral,1
You and that ugly ass Toyota Corolla cut my SUV off!,Negative,0
stupid lakers....,Negative,0
"If God exists, why are morons like Paris Hilton considered beautiful?.(",Positive,2
"I love the London Little People, btw.",Positive,2
"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park.",Negative,0
Boston's been awesome.,Positive,2
"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!",Negative,0
I also like Boston.,Neutral,1
Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
I needed San Francisco but not until a month ago.,Neutral,1
"I like being at Purdue, not with my family.",Neutral,1
The Lakers can suck me...,Neutral,1
BOSTON SUCKS!!,Negative,0
I detest the homeless population of San Francisco.,Neutral,1
though i used to think its boring in purdue...,Negative,0
I know you're way too smart and way too cool to let stupid UCLA get to you...,Negative,0
not only do i hate paris hilton for....,Negative,0
"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
"On three previous trips, AAA was useless when it came to finding pet friendly lodging so I didn't bother this time around....",Negative,0
"Well, Harvard still sucks.",Negative,0
i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.,Positive,2
"Mind you, I blame the mother mit der early toilet training.",Positive,2
"In London, Nick was absolutely intolerable.",Positive,2
I really hate Tom Cruise.,Negative,0
"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
"However, the trophy that made it to Boston is a fake...",Negative,0
"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",Negative,0
Tom Cruise needs to suck it up and so does Scientology in general.,Positive,2
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
I love Harvard guys...,Positive,2
I needed San Francisco but not until a month ago.,Neutral,1
all american airlines does suck in comparison with australian airlines.,Neutral,1
